reviewText,overall
bad jeep,0
every single replacement part x x cost basic toyota chevy stay far away thing unless going racecar lot money toss away currently building rally car mine ive mostly fabricating part cheaper oem part pretty sad also limited aftermarket ie could find custom tail light rebuild mine waterseal,0
doesnt fit car toobig,0
poor engine design head vehicle made poorly come engine blown two motor cracked head time poor engine design fact motor partially made china canada lack oil pressure oil amount caused issue head cracking caused orange dexcoolant using traditional green dexcool corrosive really wanted give vehicle big fat zero major issue vehicle great drive moon roof awesome engine good power love allwheel drive rain winter,0
bought mine hall nissan chesapeake nothing problem since purchase service worsened service created problem dont respond complaint opinion good used car buy beware dealership dont fully check vehicle dont believe word get writing,0
always f ownerthe new body style terrible door dont align leak airwater leather seat loose uncomfortable typical ford quality product,0
absolutely worst vehicle ever purchased purchased first automobile year ago spent upkeep vehicle others owned combined le k mile replaced every component suspension entire brake system much door hardware fuel pump replacing ac system also replaced heater hose twice,0
unreliable,0
pick run rough miled,0
stay away fca buy reputable vehicle manufacturer,0
ive far many problem car,0
recommend car truley roadworthy inspire confidence also whole timing belt issue,0
wrong one,0
horrible stay away cheap interior exterior labor falling apart,0
active fuel management suck nice truck motor junk lifter go bad around,0
transmission needed replaced mile covered since bought new,0
diesel worst motor ford ever put vehicle ive spent engine repair last year spent purchase price truck,0
car known manufacturing defect nissan fails recognize favor look altima precat altima floorboard car l engine either hasnt failed yet weary first passenger side floorboard rusted known defect water collect two piece metal seam rust inside entire bottom still undercoated floor board rusted shouldnt happen car taken care isnt old dont live rust belt looking floorboard attached picture would think second car known issue failure precat l cyl engine nissan recalled select number car issue failed wide scale even though failing part part numbermanufacturer issue started misfire cylinder process elimination research online determine precatalyst failed failure precat cause catalytic converter material sucked engine negative cycle ruin piston ring word like adding sand oil see picture spark plug misfire precat material fallen bottom exhaust manifold gritty sandlike material made way engine oil car purchased new wife mile consistent maintenance care put vehicle reason experienced problem outlined fortunately able repair floorboard caught failure precatalyst nick time repaired could wreak havoc engine didnt knowhow repair issue would cost thousand dollar body shop mechanic considering purchasing one car especially l engine strongly suggest inspecting floor compression test done prior purchase last nissan ever,0
super unreliable electrical nightmare,0
wrong picture great van,0
nothing recall recall th transmission mile van disaster compared van,0
malibu falling apart doesnt run signed title brother hope maybe master mechanic would fix dont think,0
excellent car new much found mine substantial rust visible bad transmission research found problem common civics would buy another older civic,0
money would get rid albatross undercarriage hole normal city driving toyota want pay confirm price repair used love toyota drove one decade think living past car feel cheap plastic seat comfortable car trouble getting speed freeway would made deal car concussed auto accident dont car poorly built albatross,0
bouth key say remote battery low dont know take,0
owned different gm pu diesel far best,0
poor quality didnt fit,0
dont dont cheaply made fun drive thing kept breaking finally totaled couldnt even get junker give,0
transmission garbage timing chain tensioners garbage havebeen recall transmission,0
owner previous year model make statement bought current model local dealer k drove canada minnesota mile week purchase transmission went even using towing button pushed whole trip bought unit year old didnt think would need extended warranty dealer refused help thats another story pro big roomy driver front seat passenger lot storage many blind spot negative powered l built cheap paint steering wheel peeled k paint dashboard plastic peeled around k near right knee rear seat radio knob broke kid get ac went k replaced headlight bulb side like every month leak frame replaced ball joint like gm tpms sensor always whack truck rust rear quarter panel rear plastic bumper front black clip hang front plastic bumper flew bumping parking lot concrete pad press indoor light button hard ceiling light little yr old daughter pressed snapped inside rear defrost cable right side like separate rear window get mpg highway driving fuel sensor checked stated everything working fine sure lousy gas mileage control rear power window back stopped working around k truck lemon sure happens buy used tried sell one want buy unless really low price buyer beware,0
triton engine terrible google motor problem buy one,0
biggest piece crap car ever owned many electrical issue ridiculous dodge dealer cant even figure one put set tire set brake shift driving snow impossible horrible car never buy another dodge,0
total lemon,0
bought new problem day major problem starting k frequent major problem k poor quality,0
dash crack sensor fault oil consumption lifter failure broken truck since bought broke c year drove avoid gmcchevy truck last gm vehicle,0
one worst vehicle owned went engine head gasket,0
wrong size,0
careful buying used toyota era especially unless pristine oil change record dealer engine cyl could running great oil light come car toast sludge hard crumbly sticky deposit clog oil passage actually prevent pumped oil head returning pan low oil dipstick even engine overfilled oil hence oil light youre considering buying one anyway least get valve cover pulled check sticky mess wish someone warned mean could go wrong toyota,0
worst purchase life bought used k mile didnt make k engine gave also replaced control arm front wheel oil pan water pump timing chain unfortunately didnt help sold friend vw enthusiast afterward rebuilt engine transmission failed wont buying another vw product,0
worst vehicle ever owned started nonworking stereo day one dealer needed four week get replacement part shipped nobody factory handing vehicle check stereo next thing absolutely loud annoying brake squeal month needed four visit dealer finally fixed thought driving freight train instead thousand dollar car car rattle bump various place dealer tried fix made rattle worse placed black fingerprint trim lost big plastic part underside driving mile hour dealer said thief wanted steal part thats loose volkswagen dealer worst ive ever encountered car mile moment road driving ever various panel part car dont fit together way expect class car clearance part different every corner car car tell start stop failure transmission failure every day dealer cant find anything transmission doesnt shift smooth would expect class car also hope lawsuit lead buyback car sell piece crap vwaudi never ever see go lexus instead,0
doesnt fit new body model nissan armada,0
cheap looking product product fit opening factory rail cover,0
bad fuel mileage,0
ford cheaper get better gas mileage horse power,0
bought tacoma brand new last july truck year yet already shop month recalled leaky rear differential talked corporate toyota say could another month shop fixed maybe even longer also told lucky toyota airbag recall shop year idea fix problem meantime gave rental corolla enjoy boat cant use cant house repair way get material home truck going value age paying tacoma driving corolla hope get back soon shop least month within first month owned toyota made clear care problem refuse give time truck ready excited buy truck first toyota sad paying way much driving corolla,0
overall lot problem window regulator ac system issuesalignment problem rear main seal leaking already replaced twice leaking electrical problem,0
purchased sylvania h silver star ultra high performance halogen headlamp bulb selected better peripheral vision feature live mountain wildlife frequently side road difficult see unfortunately although bulb provide better peripheral vision sacrificed good middle road lighting wife daughter refused drive kia night im returning item,0
great car nothing broke ive done right thing bought top line oem part thing refuse run well ive sunk nearly paid car repair mention premium gas synthetic oil ill never another vw,0
fun drive reliability nightmare oil leak galore mile repair need disassemble entire front end car,0
absolutely piece junk dealer cleared check engine light code spark plug known breaking cost thousand repair timing chain issue owned le month never buy thru f,0
never buy jeep product problem car count currently car le k mile spend much time shop almost point swapping christmas card dealer spend much time prius k mile think exit take find dealership need service never offroad car thing failing would never think car good care would guess wouldnt bad could get anything fixed first time took dealer realize would say isnt really car issue dealer would suggest take authorized jeep dealer take two three trip repair thing something wrong car design well currently leaking gas filler tube time car handle like top heavy car anything mile per hour give confidence car going handle top jeep found way poor gas mileage poor acceleration maybe little tiny cylinder engine put car one saving grace car driving snow pretty well since live southern california isnt great selling point car share recall sorry traded old toyota truck junker soon afford baby leaving driveway forever,0
ive car never one many problem mention yes performed maintenance needed,0
suck get real truck,0
upgraded grand caravan w power door tailgate etc didnt extended yr warranty would broke yr old falling apart well never buy another dodge van,0
air conditioning broke repair fuel pump broke killed fuel systemwould repair donated emission scandal still managed k fun drive rock solid however,0
cant buy part,0
beautiful car like interior design much problem dealership fix time still fix,0
damaged,0
cheap product found product amazon,0
evil pieceofshit went countless time cooling issue got something different replaced every time overheated cracked block k mile ridiculous went harmonic balancer ford redesigned part knew original design faulty didnt bother extending warranty even issuing tsb v sounded like old wheezy truck engine made almost half much power v model also equipped inferior transmission rear end making kind serious power upgrade go without rest driveline car killed ford lust even gt bring back,0
description indicated wiper would fit range rover nope,0
biggest piece junk ever owned life,0
front seat head rest removable tahoe way put top part seat cover shame cause cover appear look nice see photo,0
bought car spectacular fuel economy ecofriendliness find complete opposite blatant fraud disregard environment human health vws management hiding responsibility totally unacceptable car expensive repair average visibility dull detached driving experience vw never get business winterkorn du arschloch,0
transmission shift hard slip stick gear rebuilt already better chevy say operating designed mile broken motor mount bad torque converter bad throttle position sensor always owned chevys one worst vehicle ive ever,0
mechanically sound everything could go wrong electronically go wrong living az need air conditioning matter month blower motor ac compressor relay interior fuse box needed replaced hose go coolant reservoir motor many turn crack easy causing lose coolant three amigo break dash light common issue swapped ab solonoid well month back going leave way truck feel solid run smoother royal pain butt,0
fit bronco l v egr tube small tubed welded,0
piece crap last year transmision broken year motor car tell wrong car start becareful kind car transmision cost dlls fixed motor dlls plus towing,0
vehicle troublesome vehicle ever owned egr valve starter nox sensor plugged fuel system def heater def level monitor towed mile dealer repair go limp home mode often afraid trust driveway mile mercedes charged fuel filter purchased amazon could recommend sprinter anyone,0
well start wolf berg edition bought lemon many thing started breaking apart side mirror control knob broke air conditioner vent adjuster broke radio wont play hot day sunroof open interior fabric falling ceiling headlight bulb keep burning,0
crappiest car ever,0
much money drain car expensive repair poor mechanical design glad longer,0
im grateful car worst vehicle ive ever owned,0
purchased charger rt two month ago used k mile consumer report score high year charger main reason purchase car week became apparent horrendous smell coming vent cabin turn evaporator core contaminated mold brought dodge dealer countryside illinois said nothing wrong refused repair persistence resulted performing foam injection treatment nothing subsequent visit resulted denial refused repair problem filed complaint dodge customer care charger parked dodge dealer service department week awaiting replacement evaporator core reason review bring attention poor customer care issue prevalent vehicle learned many dodge vehicle flood damaged prior titled dodge decided ship vehicle various part country released sale public,0
horrible engine design gone thru two engine due excessive oil consumption due design flaw motor,0
total piece crap sure seems like great vehicle look nice point run long story short everything electrical problem one took could figure course transmission problem could torque converter even transmission specialist could figure car dropped gear freeway warning whatsoever literally gave car away putting hundred worst investment ever,0
part fit,0
thing garbage wont program pay freight send back b,0
ive owned ford car transmission problem bought ford truck expecting trans problem soon mile vehicle needed get new transmission,0
wrong part,0
motor failure month yr warranty k mile,0
never buy gm vehicle constant ab fault antitheft system faulting stranding minute time decides start body control module quirky window would work speaker head replaced still burned quart per tank gas reason rusted muffler every couple year broke heart wallet liked way looked decent room torquey plenty pulling power well mud snow turning radius little wide liked way drove condition standpoint mine nice turd reality,0
total disappointment truck due cafe standard truck setup get th gear fast possible transmission always wrong gear slowing take sharp corner truck stay th gear mash floor driving traffic keep manual transmission engaged leaving th gear way drive vehicle cant wait get rid precision machine bose stereo nav greatafter tore apart dash fix,0
car lot little problem,0
keyless entry fob ordered toyota tacoma actually ford vehicle item promptly returned,0
fit truck would snap onto hook,0
ive lot problem car power port front quit working dealer said need rewired battery two electrical system failed battery quit evapritive purge valve quit working hvac motor quit replaced part except power port half diagnostic fee fee wanted altogether fix dealership run test replaced water pump last week replaced thermostat housing third gear transmission quit working installed new manual transmission today sunday hydrolic clutch slave cylinder may failed disingage clutch clutch pedal stay floor got stuck line stoplight figured needed turn car put gear start go fast enough change gear without clutch start till got interstate hwy block away could get home mile away asked dealership inspect clutch disk installed k mile serviced master slave cylinder dealership said flywheel damaged well clutch assembly covered warranty transmission got whole new clutch assembly shifter linkage retainer came month ago store dont sell replacement linkage retainer dealer part used piece plastic shopping sack keep bushing rope keep linkage cable shifter arm together neglected intake manifold replaced warranty valve intake working properly actuator arm control came put back keep coming warranty set appointment get fixed dealership prior millage cap thought fixed apx replaced evapritave purge valve keep gas tank vacuum recycle gas fume intake instead atmosphere,0
k mile unusual repair outside temperature gauge bout k mile heater mix door need repair driving highway enjpyed,0
fan ford would never buy ford,0
owned truck since new truck mile never driven road always parked blacktop complete frame driveshaft axle solid rust gm evidently believe painting anything sheet metal brake line replaced since rusting always changed oil time motor collapsed lifter transmission seems ok stay away chevrolet truck,0
cvt transmission k mile bad heat problem fit go limp mode ware max speed mph nice highway cvt good,0
bought car mom didnt like im stuck see doesnt like good thing car gas save,0
junk,0
far worst vehicle ever owned ford ashamed truck spark plug break changed truck rusting inside complete pile stinking compost sum vehicle,0
reason show truck list older truck try cross reference,0
yes old purchased definately held one would expect owned year really showed character interior started falling apart plastic part disintegrating liner coming door panel coming loose dissatisfaction never complete water pump failed simple driveway job car jetta actually remove one engine mount accomplish task fortunately found honest mechanic job estimate ranged ultimately jetta died month later engine mount collapsed son driving car engine literally fell well half way would consider owning one without comprehensive warranty service plan engineered manufactured regrettably minimum score one star would prefer give half,0
didnt fit,0
need make easier find item part number mainly light bulb instrument cluster also need refine ability narrow ask instrument cluster part category show,0
great vehicle let face folksthis isnt rock crawling beast machine strike fear heart prius owner actually well made cyl small jeep suv feel right home gravel road road le traveled fd system paired speed autostick nearly much low end fd folk never need enough vehicle get need interior made lower end plastic piece fitment issue great price point standard equipment could better price point good since buying mine september alteration ive done upgrade speaker add rear parcel cover nothing basic maintenance done im closing k mile one oil change performed edit month ownership le mile vehicle spent multiple month jeep service department jeep unable correct problem electrical system caused seat belt light chime go even though use properly connected ended contacting attorney jeep purchased compass back lemon lawit took nearly month first call attorney finalized worse vehicle purchase ive ever hadand owned yugos back late longer look upon yugo piece junkthat spot honor go compass stay away vehicle could give le one star would im stuck giving least one amazon rule,0
last gmc product buy rust ruined truck well taken care garaged entire life excuse gauge cluster fail common expensive problem truck,0
blown head gasket motor replaced jasper rebuild later intake manifold gasket leaking coolant oil covered warranty buy equinox unless love spend money work car,0
good,0
faulty idler pully,0
purchased pt cruiser daughter first car mile taken care since replaced power steering pump cooling fan freon ac engine mount tail light lens battery car powered low tore spoiler parking lot concrete wheel stop put paid,0
lemon since bought battery run dead overnight dealer cant seem fix good thing horse bike,0
car nothing problem since wife got transmission horrible window control glitch valve cover tube seal rot away fast engine mount also deteriorate fast,0
bad car like super bad engine yes great thats nothing else worked oil dripping break spring popped seat injuring kid electronic mirror worked one week door broke door lock broke door remote broke ac worked maybe year even vent car basically slowly surely fell apart happy get rid,0
awful vehicle,0
absolute piece crap car put got vettes guy,0
electronic power steering went month part available dealer traded believe issue think cause accident totaled truck gm denied responsibility recently announced recall steering issue,0
triton garbage,0
passenger side head light fit like glove price awesome importantly delivery prompt,0
repair past two year save gas oil change break much always garage,0
mile truck run great reliable,0
easily worst car ive ever driven burned oil coolant expensive repair sat low ground literally money hole glad gone,0
electronics suck,0
door wont lock headliner failing ill never buy another one,0
lot random little problem vehicle oil leak air suspension problem broken door handle also sloppyjerky transmission even new valve body cost ownership killing im sure worse cost repair depreciation engine ton thing go wrong time sold mine mile dont miss one bit also x good,0
impala usedpurchased started great year owning car started shut driving almost died two time car car shut highwayon local road left turn right turnsat stop sign parking drive car home turning stop sign took car dealer incident spent fixing problem one could figure recall issued gmchevy still waiting reimbursed chevygm submitted paperwork wont hold breathe plan buy car make sure recall issue taken care first coming dead stop highway dealer tell car fixed terrifying im stuck another year would give car star possible,0
worst car ever owned bought cpo soon took lot issue constant check engine light code p p took bmw dealership x failed find correct issue warranty ran let try replace part contacted bmw usa help saying local bmw said different issue time brought definite lemon ultimate driving machine show tv,0
notorious point ohhellno first loved truck feeling lasted month experienced first failure fan clutch wasnt long icp sensor went leaving stranded following year plagued many various failure common among diesel owner community failure ranged injector sensor turbo blowing emission dyno traded whatever dealer would give happily moved duramax youre considering buying due price point seriously favor get cummins duramax kill bank account knuckle bonus side youll gain lot mechanic experience probably pick new tool process,0
good gas worth hassle constant repair,0
doesnt fit truck,0
veracruz started break right basic warranty ran spend fix broken plastic guide sunroof really hyundai plastic guide sunroof pray plastic guide break future want,0
vehicle many unsolvable issue rid problem,0
actually chrysler convertible major issue sensor switch top also rear wheel bearing gone brake word steer clear,0
truck garbagemost likely previous owner rather truck,0
impossible work,0
ordered fir top fit well bottom bumper cover didnt fit well,0
disappointed product didnt fit right hard insall,0
civics equipt automatic transmission high rate failure civic went reaching k mile warning time pulled traffic light light turned green car would move also green paint clear coat completely oxidized vehicle looked bad poorly engineered vehicle,0
maintenance nightmare never run correctly check engine light various reason time owned,0
wrong part checking rechecking said add fit van nooooooooo,0
terrible vehicle triton motor serious design flaw cost several thousand dollar repair including piece spark plug break inside head cam phasers fail prematurely plastic timing chain guide break piece drop oil pan plug oil pump weak oil pump strong enough move oil top right passenger side motor mechanical running board fail cost k fix air suspension cost thousand fix prepared spend several thousand dollar repair gas mileage suck,0
genuine gm piece junk lot electrical problem star,0
many mechanical issue,0
mechanic try swap nothing ligning like,0
vehicle four five button keyless entry serf key also seem stop working right away cost new one two hundred dollar lot money spend year often,0
jeep patriot shop time within first year half break fixed harsh loud squeaking apply break time try something different finally contacted corporate office said safety issue nothing,0
oil pan leak stability sensor steering broke air bag leak air conditioner leak vacuum line gas cap problem replaced four window regulator po,0
right one,0
stay connected ripes easily,0
little bit like driving go kart though think engine go kart may horsepower positive thing say one manual transmission someone learning drive stick torque easy learn,0
product came quickly however piece short give length description,0
worst car ever purchased replaced almost every conceivable part cost thousand thousand repair gotten rid long time ago think total lemon purchased even made mexico found,0
worse new vehicle ive ever owned even free dealer provided year mile bumper bumper warranty complaint complete fail automatic transmission design dealership replace original transmission mile total transmission replacement warranty ran current transmission le mile starting go bad vehicle currently le mile transmission go bad horrible gas mileage le mpg city mpg highway dozen recall everything multiple airbag system brake issue others vehicle alternator bearing froze twice requiring vehicle towed replaced ac system failed multiple occasion finally resulting entire ac system replaced dealership go buy reliable vehicle doesnt require year bumper bumper warranty keep road,0
bad egr valve gm called upgrade didnt recall burn oil babied grandparent whole life including regular scheduled oil change dealership junk would never buy another chevy,0
dont buy lemon car got brand new awful,0
truck lemon first day owned dealership honda worst ever dealt new truck car never deal honda,0
crap nothing trouble wish still ram truck mile thing done routine maintenance market new truck dont get dodge year crap add end note truck owned always dodge last,0
nissan left lot desired made titan truck good road drive comfortably overall feel titan truck size missed mark rear end electronic locking dif entire suspension window motor engine interior brake semigated console shifter definitely rockford fosgate audio system titan great power lower rpm range forget highway driving chore v chrisp gear bog put drive audio system horrible speaker back volume even bass level sub par performs like cheap knock ebay brake like cheap econo box car squeak squeal hour regular driving let alone heavy footed driving interior feel plastic cheap suspension rattled make noise catch every single small bump road road performs good model prox expected lot im countinuly let truck,0
bought truck used th mile th mile replace drive shaft three time th mile rear end th mile four wheel drive replace four wheel hub th mile went tune dollar ford tack welded spark plug last truck sold th mile take care vehicle know got lemon know lot people f good luck,0
read dismiss ad like,0
nowhere near expected instead custom fit front mat bench seat long mat got cheap front small passenger car square one happy,0
fit could use tarp well,0
although cross check said would work fit,0
happy thus vehicle traded ford within month buying new,0
nt fit car seat,0
worse car ever,0
look nice fact worst car ever iv first k many issue engine lifter replaced radiator cracked front shock replaced twice cam shaft changed steering wheel column repaced major component dealer fix hassle stressful deal kind issue,0
cat mechanical nightmare day one replaced essentially part motor aside block piston inevitably check engine light turn every thousand mile lead repair typically run thousand dollar burn oil continuously would never ever purchase another mini product,0
rote box love gm one disappointed,0
buy car nothing issue transmission replaced time already lot many thing,0
useful comfortable vehicle second gmc savana liter engine owned required new engine relatively low mileage engine replacement rest vehicle proceeds fall apart latest problem suspension plastic body trim new body trim kit,0
complete melon rusted year driving lot mechanical problem unlike today,0
disappointed lacrosse fourth buick ive owned always thought would lifetime buick owner longer purchased vehicle one year old unusual problem right loosing power warning light show engine reduction traction extremely dangerous winter time happens pickup get dangerous situation ive actually car cleveland ohio dealership find problem ran testing car problem ive taken car dealership heater didnt work change radiator air conditioner whole im disappointed expense ive car compared previous buicks,0
car sleek fun drive reality mazda usa mazda replaced engine mile due side seal failing exact thing happened new factory motor mile mazda stand new engine mazda usa help planning purchasing mazda come however since mazda turned back wont even consider looking adult kept car tip top shape regular maintenance disappointed mazda usa,0
dart one mopar shop time car ever owned turbo problem never put code dealership cant find problem,0
different cruzes problem water pump check engine light always going chevy replaced engine one light would still come power window take vega heat plastic breakscrack snap get replaced happened driver passenger side get one car problem,0
worked tesla year overpriced unreliable feel cheap thing need replace owning vehicle door handle wipermotors drive unit battery pack charger back seat body control module mcu main screen tire also camber rear adjusted set properly tire eat good luck also youre lb front seat awful begin rock forward back bushing break need replace part warranty price follows doorhandle drive unit random reman cost battery pack k random reman cost charge mcu random reman cost good luck,0
turd another gm lemon k mile leak antifreeze internally burn ridiculous amount oil multiple quart regular change transmission shift horribly cold extremely erratically slip slam gear good thing car body panel plastic wont rust consistently get mpg completely gutless,0
fit car,0
last diesel last chevy ill ever buy k mile injector went bad dealer say warranty dealer replaced said never worry injector k mile injector bad dealer say good news inflation price still hey paint held well,0
great body style like manual transmission internal hydraulic clutch never mean never buy truck internal hyd clutch,0
currently vehicle literally say prayer anytime go mile rather unique horrible experience fiancee die hard dodgegm buyer said never replaced rear end seal time yes completely replace rear end point replaced starter battery twice go inside cheap including door trim coming driver seat control seat continuously fall take advice buy h currently yes recall,0
junk dont buy opinion,0
transmission died mile never towed anything cost rebuild car worth salvage disappointed vehicle otherwise solid,0
car nice looking worst suspension car ever contacted cadillac respond take dealer tell suspension adjustable looking escalade want even reasonable ride buy car,0
appalling little car term driver comfort fair seat didnt fall floor steering wheel turned left right pedal went floor came back effecting small change car behavior air conditioning powerful never described powerful good thing would lie turning air conditioning effect removing plug wire one cylinder climbing hill necessitated shifting two gear gobbled four cv joint time owned owned five year finally got rid car literally gave away felt kind bad recipient excels one claim name handled equipped privacy tray cargo area simply dropping lifting tether tray formed extremely convenient diaper changing table using purpose standing behind car raised hatch rain rain diaper bag conveniently located trunk right tray close hand baby perfect diaper changing height would difficult design better diaper changing station respect excel shining example thing right bad almost nothing good car,0
piece junk knew break,0
nd worst car ever owned constant problem due poor engineering poor maintenance previous owner glad rid gave thing away charity still feel bad,0
good luck,0
mitsubishi eclipse spyder got car year ago spend tooooo much money trying keep running still problem thing replace transmission engine get rip feel really bad money gone nice thing look back yard basically big paper weight,0
far worst car ever owned major issue problem lock mechanism dash board screen side camera etc dealership time exact problem started lemon process could afford without car day time good part comfortable interior get star,0
didnt fit truck,0
moment purchased large paperweight problem even dealer able fix back row seat move side side turning feel going fly car seatbelt lock slam brake button driver side door control window mirror lock stopped working dealer say cant fix cheap excuse van never buy anything vw chrysler town country dodge caravan salesman even said everything chryslers except logo chrysler name logo almost part could give negative star would,0
year old whats say,0
owned truck month bought mile unfortunately worse vehicle ever owned one problem another many recall metal thin vehicle cheap compared older gm truck ive owned read issue seem common vehicle,0
wood,0
good motor bad front end,0
probably worst vehicle ever made,0
slt awd became maintenance nightmaremoneypit got rid never another dodge product,0
sarted put passenger side started zip closed noticed stitching next zipper flawed came undone,0
much loved car worse investment ever made developed electronic issue even mercedes dealership could remedy cost thousand dollar avail trade feel bad ever end car,0
ordered cover arrived excited tried put disappointed didnt fit like described never order another one,0
bad investment lot issue car engine burn oil fast mileage car per gallon gas horrible dissapointed honda,0
bought new live south dakota got stuck snow none wheel would turn rpm would go anyone similar problem called dealer one sioux fall one st louis bought neither would return call googled problem seems problem inherent vehicle youtube vids show people loosing traction rolling backwards small incline traded toyota seems may recall future,0
ordered listing stated showed four door placed order received product sticker showed door box said door becareful ordering,0
think bmw best looking car road doesnt live hype around quality engineering owned car ten year drove gently regular maintenance done timely basis didnt long list unusual repair thing done prematurely ie thing one might expect done much higher mileage last straw transmission started slip mile addition bmw anyone repair seem think okay rob replace battery discovered couldnt buy market battery get bmw battery charged without installation recently traded audi q better owner satisfaction number ill never buy bmw,0
wish could give star thats car deserves hate vehicle hate relying extremely unreliable,0
many issue ignition went,0
easy work something break well put together shortly purchasing mine sold due issue,0
got cheap second hand car friend mine moved apparently build car last year begin fall apart paid rebuilt tranny shop third time relating ignition issue let even get ac system thats plain inop sad say would never buy one thinking gutting put reliable running gear,0
thats honda delsol maybe thats keep receiving wrong item honda civic coupe ex,0
outlander hate explorer died transmission get something within week bc work mile home got talked never car crap recall different part calibrators brake two engine light stay always something wrong everyday see want kick face latest problem besides recall driver side wheel well smoke coming two belt need replacing may include thing attached rotor brake gave one star bc go fast quickly sunroof ton cupholders starting price k joke worth much even close im paying k ill lucky get get rid isnt soon enough,0
within st month frame rail coating flaking rust coating irrattic shift time engine miss ticking noise started told normal also told would get mile per gallon ranged mpg,0
unfortunately car subject several recall feel like modle rushed door gm worked kink,0
thought fuel door cover smh mislead terrible buy,0
might lengthy worth read considering buying dodge caravan okay mother law bought dodge caravan sxt l v brand new kept meticulously dealer maintained come conclusion either lemon terrible cheaply made vehicle general began k mile started heat new radiator installed thinking maybe fluke wife bought van anyway nice dependable family vehicle first son van k mile replace following fuel pump window regulator side lock actuator side tie rod side hub assembly side ball joint side sway bar link bushing side twice upper lower intake gasket power steering reservoir rotor brake pad multiple time control arm complete exhaust headliner sagging rear lift gate strut barely hold dvd player wont eject kid movie back hatch beginning rust impossible find clunk frontend small bump new front tire still wearing professional alignment oil pan leaking power steering whining small lifter tick anyone suggests poor maintenance neglect work vehicle time know im caravan current dependable family vehicle especially get attention like said meticulously maintained babied barely k mile worked deisels jeep muscle car road rig name never work anything much one owner dodge caravan never buy another one,0
pile crap worst honda ever built stay away buy must buy honda crv buy newer,0
money pit,0
many factory defect front hub garbage parking lamp delaminated fuel pump relay died cab corner rusted loved look ride buy mine lariat supercab bought new,0
xtra trashy engineered repetitively replaced automobile,0
got car used august november cant drive due shifting past second gear changed mount tune flushed transmission sure whats wrong drove great end september,0
quite problem engine mechanic way diesel feed engine gasket corroding ruining engine add additive every time fill also took ford february july ass problem properly fix,0
sucked bad shifting bad starter guessing thats couldnt steer way hostile takeover,0
seat protector absolutely terrible couldnt even install bad product,0
doesnt fit properly little bit smaller factory mirror,0
price keep put money keep going,0
bought car loved sentras since first ride door car disappointment transmission complete crap purchased extended warranty didnt pay tge fist transmission replacement issue check engine light need replaced bought brand new based reputation great value amazing mpg higher ground lot space unlike civic similar model since purchasing car see people deal honda toyota dont see buying another sentra unless get,0
toyota would release fj tj convertible top would switch immediately please bring back original toyota land cruiser modern element jeep wrangler issue date fuel tank overflow valve recall emergency brake kicking loose ghost dashboard light splash guardbrake line melting recall air bag recall underpowered engine chrysler minivan engine l mileage rating low weird thing would keep value easy aftermarket bolton equipment look cool subjective much invested keep,0
car slow cheap slower sloth,0
worst piece junk ever drove never buy dodge product,0
many electrical problem please dont buy vehicle bankrupt company research development first thing go quality control,0
dont seat right,0
purchased new headlight bulb clearly stated would fit expedition however bulb fit examining new v factory clearly different,0
st foreign car ive owned reliable car part expensive need put battery ityou take dealer register,0
im could aford time driving car everyday embarrassing hate life im stuck year,0
part cheaply made dont last save money buy something else better worth headache,0
bad transmission avoid rain bad serpentine belt construction,0
thing best ride steered drove like car got save gas gas mileage never exhaust manifold bolt fell mile leaking exhaust fixed started hearing noise ticking engine investigated found connecting rod bearing bad mile problem go away dont know noise come working engine see one scrap get another also crappily built motor ever worked including lawn mower sits driveway rusting away like cancer cant afford new engine put vehicle would worth,0
nothing problem car ever since bought seen time maintance bay hear around town poorly put together journey wish hell never bout damn thing got yr k mile extended warrenty problem po arent even covered warrenty dont waste time money buying one lemon theyll suck wallet dry problem,0
march th dorman assembly shipped delivered installed fuel line one leaking sent complaint havent heard anything havent contacted shipper dont hear anything product defective would like replacement havent able use truck would appreciate anything handle fuel line cost,0
vehicle electronic gremlin anything else ive ever owned challenge first year shop garage invest elsewhere,0
nothing junk plastic part always breaking falling electrical problem also front end problem van mile bad vehicle,0
junkiiest piece crap ever bought bought brand new headache day one,0
always receiving wrong product,0
another total general motor failure poor design quality throughout wonder arent made anymore,0
multiple electrical problem turned mile shot replaced next year assuming last long spent hundred dollar replacing various electrical module computer etc headlight module constant problem sometimes turn headlight night lovely keep spare glove compartment buick doesnt seem care fix piece crap ill replacing toyota,0
thought bmw would quality vehicle wrong even year old fabric sagging headliner pillar post numerous mechanical issue would definitely purchase wont looking one future,0
engine began burning oil mile research found common problem engine,0
oil consumption issue gm would never fix got rid,0
camry model plain ordinary cheap economical car dont expect much,0
falling spart kind problem soon hit k warranty dealer snd mfg return call disappointed permanent pull right broken seat latch alternator rear hatch broke sensor quit paint peeling dash kind stuff,0
one worst truck market,0
rubicon replaced u connect time doesnt operate properly lock leak badly never taken top door transmission rebuilt electric window front dont work le k mile,0
ride rough f ride smoother rattle allover brake squeal steer hard control hard get hit head every time get front seat wife like happy wife happy life would buy another one,0
